FACILITY_ID,LOOP_ID,EQUIPMENT_ID,CML_ID,INSPECTION_ID,STRATEGY_ID,DAMAGE_MECHANISM_ID,INSPECTION_STATUS,REMEDIATION_STATUS,INSPECTION_DATE,INSPECTION_REPORT_NUMBER,CML_TYPE,SCOPE_COMMENTS,PRELIMINARY_RECOMMENDATIONS,INSPECTION_SCOPE,WORK_ORDER,INSPECTOR_NAME,INPECTION_COMPANY,PHOTO,INSPECTION_COMMENTS,ERROR_CODE,COLOUR_CODE,RESPONSIBLE_SYSTEM,CORROSION_LEVEL,COMPLIANCE,SAMPLE_VALUE,NOMINAL_WALL_THICKNESS_MM,MANUAL_MIN_RWT,MIN_REMAINING_WALL_THICKNESS_MM,WALL_LOSS_MM,SERVICE_YEARS,CORROSION_RATE_SHORT_TERM_MM_YR,CORROSION_RATE_LONG_TERM_MM_YR,OPERATING_TEMPERATURE,COATING_CONDITION,INSULATION_CONDITION,INSULATION_TYPE,HEAT_TRACING,EXTERNAL_ENVIRONMENT,CUI_VALUE,PSV_ASSOC_EQUIP_HAZ_D_OR_E,PSV_CAN_OVER_PRESSURE,PSV_DESIGN_CASE,PSV_EQUIP_FAIL_REPORT_INCIDENT,PSV_COF,PSV_FAIL_TO_DANGER,PSV_NEW_APP_TYPE_SERVICE,PSV_FAIL_NOT_TO_DANGER,PSV_FAIL_LAST_THREE,PSV_POF,PSV_MAY_FAIL_IF_INTERVAL_INCREASED,PSV_INTVL_CHANGE_ALLOW,APPLIED_PSV_INSPECTION_INTERVAL,APPLIED_PSV_INSPECTION_INTERVAL_COMMENTS,GRID_MIN_RWT,AVERAGE_WT,COUNT_10_PERCENT_LOSS,COUNT_20_PERCENT_LOSS,COUNT_30_PERCENT_LOSS,COUNT_40_PERCENT_LOSS,COUNT_50_PERCENT_LOSS,COUNT_60_PERCENT_LOSS,COUNT_70_PERCENT_LOSS,COUNT_80_PERCENT_LOSS,COUNT_90_PERCENT_LOSS,COUNT_100_PERCENT_LOSS
"Montara FPSO","23-HA-102 (shell)","23-HA-102 (shell)",11,1,External,Compliance,A,NULL,2018-10-29,NULL,"Associated Pipework External Corrosion",NULL,NULL,NULL,P208314,"Patrick Hunter",Applus,3,NULL,11001,white,"Topsides - Vessels",NULL,YES,NULL,NULL,NULL,NULL,NULL,5.8274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO","23-HA-102 (shell)","23-HA-102 (shell)",12,1,External,Compliance,A,NULL,2018-10-29,NULL,"Associated Pipework Pipe Supports",NULL,NULL,NULL,P208314,"Patrick Hunter",Applus,4,NULL,11001,white,"Topsides - Vessels",NULL,YES,NULL,NULL,NULL,NULL,NULL,5.8274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO","23-HA-102 (shell)","23-HA-102 (shell)",16,1,External,Compliance,A,NULL,2018-10-29,NULL,Deformation,NULL,NULL,NULL,P208314,"Patrick Hunter",Applus,5,NULL,11001,white,"Topsides - Vessels",NULL,YES,NULL,NULL,NULL,NULL,NULL,5.8274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO","23-HA-102 (shell)","23-HA-102 (shell)",20,1,External,Compliance,A,NULL,2018-10-29,NULL,"Earth Connection",NULL,NULL,NULL,P208314,"Patrick Hunter",Applus,6,NULL,11001,white,"Topsides - Vessels",NULL,YES,NULL,NULL,NULL,NULL,NULL,5.8274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO","23-HA-102 (shell)","23-HA-102 (shell)",21,1,External,Compliance,A,NULL,2018-10-29,NULL,"External Coating",NULL,NULL,NULL,P208314,"Patrick Hunter",Applus,7,NULL,11001,white,"Topsides - Vessels",NULL,YES,NULL,NULL,NULL,NULL,NULL,5.8274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO","23-HA-102 (shell)","23-HA-102 (shell)",22,1,External,Compliance,A,NULL,2018-10-29,NULL,"External Discolouration",NULL,NULL,NULL,P208314,"Patrick Hunter",Applus,8,"Coating throughout vessel is satisfactory. However there is surface rust staining on S/end of vessel on top",11001,white,"Topsides - Vessels",NULL,YES,NULL,NULL,NULL,NULL,NULL,5.8274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO","23-HA-102 (shell)","23-HA-102 (shell)",23,1,External,Compliance,A,NULL,2018-10-29,NULL,"External Weld Defects",NULL,NULL,NULL,P208314,"Patrick Hunter",Applus,9,NULL,11001,white,"Topsides - Vessels",NULL,YES,NULL,NULL,NULL,NULL,NULL,5.8274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO","23-HA-102 (shell)","23-HA-102 (shell)",24,1,External,Compliance,A,NULL,2018-10-29,NULL,"Flanges / Bolting",NULL,NULL,NULL,P208314,"Patrick Hunter",Applus,10,NULL,11001,white,"Topsides - Vessels",NULL,YES,NULL,NULL,NULL,NULL,NULL,5.8274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO","23-HA-102 (shell)","23-HA-102 (shell)",32,1,External,Compliance,A,NULL,2018-10-29,NULL,Leaks,NULL,NULL,NULL,P208314,"Patrick Hunter",Applus,11,NULL,11001,white,"Topsides - Vessels",NULL,YES,NULL,NULL,NULL,NULL,NULL,5.8274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO","23-HA-102 (shell)","23-HA-102 (shell)",33,1,External,Compliance,A,NULL,2018-10-29,NULL,"Mechanical Damage",NULL,NULL,NULL,P208314,"Patrick Hunter",Applus,12,NULL,11001,white,"Topsides - Vessels",NULL,YES,NULL,NULL,NULL,NULL,NULL,5.8274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO","23-HA-102 (shell)","23-HA-102 (shell)",34,1,External,Compliance,A,NULL,2018-10-29,NULL,"Name Plate",NULL,NULL,NULL,P208314,"Patrick Hunter",Applus,13,NULL,11001,white,"Topsides - Vessels",NULL,YES,NULL,NULL,NULL,NULL,NULL,5.8274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO","23-HA-102 (shell)","23-HA-102 (shell)",35,1,External,Compliance,A,NULL,2018-10-29,NULL,"Openings - Manways Davits",NULL,NULL,NULL,P208314,"Patrick Hunter",Applus,14,NULL,11001,white,"Topsides - Vessels",NULL,YES,NULL,NULL,NULL,NULL,NULL,5.8274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO","23-HA-102 (shell)","23-HA-102 (shell)",36,1,External,Compliance,A,NULL,2018-10-29,NULL,"Openings - Manways Hinges",NULL,NULL,NULL,P208314,"Patrick Hunter",Applus,15,NULL,11001,white,"Topsides - Vessels",NULL,YES,NULL,NULL,NULL,NULL,NULL,5.8274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO","23-HA-102 (shell)","23-HA-102 (shell)",37,1,External,Compliance,A,NULL,2018-10-29,NULL,"Openings - Manways Quick-Acting Closures",NULL,NULL,NULL,P208314,"Patrick Hunter",Applus,16,NULL,11001,white,"Topsides - Vessels",NULL,YES,NULL,NULL,NULL,NULL,NULL,5.8274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO","23-HA-102 (shell)","23-HA-102 (shell)",38,1,External,Compliance,A,NULL,2018-10-29,NULL,"Pipework Vibration",NULL,NULL,NULL,P208314,"Patrick Hunter",Applus,17,NULL,11001,white,"Topsides - Vessels",NULL,YES,NULL,NULL,NULL,NULL,NULL,5.8274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO","23-HA-102 (shell)","23-HA-102 (shell)",40,1,External,Compliance,A,NULL,2018-10-29,NULL,"Pressure Gauge On-line Reading",NULL,NULL,NULL,P208314,"Patrick Hunter",Applus,18,NULL,11001,white,"Topsides - Vessels",NULL,YES,NULL,NULL,NULL,NULL,NULL,5.8274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO","23-HA-102 (shell)","23-HA-102 (shell)",42,1,External,Compliance,A,NULL,2018-10-29,NULL,"PSV Calibration Exp Date",NULL,NULL,NULL,P208314,"Patrick Hunter",Applus,19,NULL,11001,white,"Topsides - Vessels",NULL,YES,NULL,NULL,NULL,NULL,NULL,5.8274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO","23-HA-102 (shell)","23-HA-102 (shell)",43,1,External,Compliance,A,NULL,2018-10-29,NULL,"PSV Correct Set Pressure",NULL,NULL,NULL,P208314,"Patrick Hunter",Applus,20,NULL,11001,white,"Topsides - Vessels",NULL,YES,NULL,NULL,NULL,NULL,NULL,5.8274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO","23-HA-102 (shell)","23-HA-102 (shell)",44,1,External,Compliance,A,NULL,2018-10-29,NULL,"PSV Discharge Line",NULL,NULL,NULL,P208314,"Patrick Hunter",Applus,21,NULL,11001,white,"Topsides - Vessels",NULL,YES,NULL,NULL,NULL,NULL,NULL,5.8274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO","23-HA-102 (shell)","23-HA-102 (shell)",45,1,External,Compliance,A,NULL,2018-10-29,NULL,"PSV Leaks",NULL,NULL,NULL,P208314,"Patrick Hunter",Applus,22,NULL,11001,white,"Topsides - Vessels",NULL,YES,NULL,NULL,NULL,NULL,NULL,5.8274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO","23-HA-102 (shell)","23-HA-102 (shell)",46,1,External,Compliance,A,NULL,2018-10-29,NULL,"PSV Mechanical Damage",NULL,NULL,NULL,P208314,"Patrick Hunter",Applus,23,NULL,11001,white,"Topsides - Vessels",NULL,YES,NULL,NULL,NULL,NULL,NULL,5.8274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO","23-HA-102 (shell)","23-HA-102 (shell)",47,1,External,Compliance,A,NULL,2018-10-29,NULL,"PSV Other",NULL,NULL,NULL,P208314,"Patrick Hunter",Applus,24,NULL,11001,white,"Topsides - Vessels",NULL,YES,NULL,NULL,NULL,NULL,NULL,5.8274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO","23-HA-102 (shell)","23-HA-102 (shell)",49,1,External,Compliance,A,NULL,2018-10-29,NULL,"PSV Tag & Serial No",NULL,NULL,NULL,P208314,"Patrick Hunter",Applus,25,NULL,11001,white,"Topsides - Vessels",NULL,YES,NULL,NULL,NULL,NULL,NULL,5.8274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO","23-HA-102 (shell)","23-HA-102 (shell)",50,1,External,Compliance,A,NULL,2018-10-29,NULL,"Support Corrosion",NULL,NULL,NULL,P208314,"Patrick Hunter",Applus,26,NULL,11001,white,"Topsides - Vessels",NULL,YES,NULL,NULL,NULL,NULL,NULL,5.8274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO","23-HA-102 (shell)","23-HA-102 (shell)",51,1,External,Compliance,A,NULL,2018-10-29,NULL,"Support Cracking",NULL,NULL,NULL,P208314,"Patrick Hunter",Applus,27,NULL,11001,white,"Topsides - Vessels",NULL,YES,NULL,NULL,NULL,NULL,NULL,5.8274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO","23-HA-102 (shell)","23-HA-102 (shell)",52,1,External,Compliance,A,NULL,2018-10-29,NULL,"Support Deflection / Subsidence",NULL,NULL,NULL,P208314,"Patrick Hunter",Applus,28,NULL,11001,white,"Topsides - Vessels",NULL,YES,NULL,NULL,NULL,NULL,NULL,5.8274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO","23-HA-102 (shell)","23-HA-102 (shell)",53,1,External,Compliance,A,NULL,2018-10-29,NULL,"Support Foundation",NULL,NULL,NULL,P208314,"Patrick Hunter",Applus,29,NULL,11001,white,"Topsides - Vessels",NULL,YES,NULL,NULL,NULL,NULL,NULL,5.8274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO","23-HA-102 (shell)","23-HA-102 (shell)",54,1,External,Compliance,A,NULL,2018-10-29,NULL,"Support Vibration",NULL,NULL,NULL,P208314,"Patrick Hunter",Applus,30,NULL,11001,white,"Topsides - Vessels",NULL,YES,NULL,NULL,NULL,NULL,NULL,5.8274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO","23-HA-102 (shell)","23-HA-102 (shell)",57,1,External,Compliance,A,NULL,2018-10-29,NULL,"Valve and Fitting Mechanical damage",NULL,NULL,NULL,P208314,"Patrick Hunter",Applus,31,NULL,11001,white,"Topsides - Vessels",NULL,YES,NULL,NULL,NULL,NULL,NULL,5.8274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO","23-HA-102 (shell)","23-HA-102 (shell)",58,1,External,Compliance,A,NULL,2018-10-29,NULL,"Vessel Vibration",NULL,NULL,NULL,P208314,"Patrick Hunter",Applus,32,NULL,11001,white,"Topsides - Vessels",NULL,YES,NULL,NULL,NULL,NULL,NULL,5.8274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-DC-01,250-DC-57064-01C02,1,1,Internal,"Internal Wall Loss",P,NULL,2009-01-18,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,3029,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,6.225,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-DC-01,250-DC-57064-01C02,2,1,Internal,"Internal Wall Loss",P,NULL,2009-01-18,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,3030,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,10.425,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-DC-01,250-DC-57064-01C02,3,1,Internal,"Internal Wall Loss",P,NULL,2009-01-18,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,3031,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,9.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-DC-01,250-DC-57064-01C02,4,1,Internal,"Internal Wall Loss",P,NULL,2009-01-18,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,3032,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,10.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-DC-01,250-DC-57064-01C02,5,1,Internal,"Internal Wall Loss",P,NULL,2009-01-18,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,3033,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,10.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-DC-01,250-DC-57065-01C02,1,1,Internal,"Internal Wall Loss",P,NULL,2009-01-18,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,3034,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,6.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-DC-01,250-DC-57065-01C02,2,1,Internal,"Internal Wall Loss",P,NULL,2009-01-18,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,3035,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,10.225,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-DC-01,250-DC-57065-01C02,3,1,Internal,"Internal Wall Loss",P,NULL,2009-01-18,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,3036,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,10.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-DC-01,250-DC-57065-01C02,4,1,Internal,"Internal Wall Loss",P,NULL,2009-01-18,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,3037,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,10.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-DC-01,250-DC-57065-01C02,5,1,Internal,"Internal Wall Loss",P,NULL,2009-01-18,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,3038,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,10.475,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-DC-01,250-DC-57065-01C02,6,1,Internal,"Internal Wall Loss",P,NULL,2009-01-18,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,3039,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,9.975,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FL-01,250-FL-43014-01C02,1,1,Internal,"Internal Wall Loss",P,NULL,2008-12-16,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2067,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,6.375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Montara FPSO",FPSO-CL-TS-FL-01,250-FL-43014-01C02,2,1,Internal,"Internal Wall Loss",P,NULL,2008-12-16,"2009 BL.xls",NULL,NULL,NULL,NULL,NULL,NULL,NULL,2068,NULL,04001,pink,NULL,NULL,NULL,NULL,6.4,6.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
