Line Number,CML ID,CML Type,Diameter,Spec,Schedule,Diameter_Sch,Event.Comments,Last Date,12 O'Clock,3 O'Clock,6 O'Clock,9 O'Clock,Minimum,Scan Type
350-WF-71815-01F01,CML -13,CML: Elbow,65,1CG,80,6580,,10/06/2015,6.4,5.1,6.3,6.4,5.1,RADIAL
500-WS-50813-1LC,CML -9,CML: Elbow,500,1LC,XS,500XS,,12/06/2015,12.6,13.1,14,12.7,12.6,RADIAL
80-DO-62801-1CS,CML 2,CML: Elbow,80,1CS,XS,80XS,,27/06/2015,9.2,8.5,8.1,7.8,7.8,RADIAL
125-CW-33841-1LC,CML 3,CML: Equal Tee,125,1LC,XS,125XS,,22/06/2015,11.8,10.7,10.7,11.8,10.7,RADIAL
350-WF-71815-01F01,CML-4,CML: Reducer,80,01F01,80,8080,,16/02/2016,8.8,10.3,9.5,9.2,8.8,RADIAL
350-WF-71815-01F01,CML-79,CML: Elbow,400,1CG,80,40080,,11/02/2016,18.7,18.7,20,18.8,18.7,RADIAL
350-WF-71815-01F01,CML-79,CML: Elbow,400,1CG,80,40080,,11/02/2016,18.7,18.7,20,18.8,18.7,RADIAL
350-WF-71815-01F01,CML-17,CML: Equal Tee,50,1CG,80,5080,,4/09/2015,5.9,5.1,6.6,6.2,5.1,RADIAL
25-WF-71893-01F01,CML-3,CML: Elbow,25,1CG,160,25160,,2/03/2016,8.6,7.5,8.3,9,7.5,RADIAL
250-WF-71800-01F01,CML -4,CML: Elbow,300,1LC,XS,300XS,,12/06/2015,16.2,16.1,16.2,14.9,14.9,RADIAL
350-WF-71815-01F01,CML 5,CML: Equal Tee,50,1CS,XS,50XS,,28/06/2015,7.6,8.6,8,7.1,7.1,RADIAL
100-FG-45809-1CS,CML 4,CML: Elbow,100,01C02,XS,100XS,,8/08/2015,6.7,6.2,6.7,6.9,6.2,RADIAL
100-FG-45809-1CS,CML 5,CML: Elbow,100,01C02,XS,100XS,,8/08/2015,6.6,6.3,7,7.2,6.3,RADIAL
350-WF-71815-01F01,CML-10,CML: Elbow,100,1CG,80,10080,,8/06/2015,8.5,9.5,10,9.1,8.5,RADIAL
100-WF-71860-01F01,CML-53,CML: Elbow,100,01F01,80,10080,,1/03/2016,10.6,10,11.2,11.4,10,RADIAL
150-CW-33847-1LC,CML-52,CML: Elbow,100,01F01,80,10080,,1/03/2016,11,10.1,11.2,11.6,10.1,RADIAL
350-WF-71815-01F01,CML 3,CML: Elbow,125,1LC,XS,125XS,,23/06/2015,8.8,9.6,10.2,9,8.8,RADIAL
200-OC-33805-1CS,CML-12,CML: Elbow,200,1CS,XS,200XS,,6/10/2015,13.9,13.1,13.7,12.5,12.5,RADIAL
300-WF-71816-01F01,CML-12,CML: Fitting,300,01F01,80,30080,,15/02/2016,19.5,19.1,18.2,18.3,18.2,RADIAL
350-WF-71815-01F01,CML 14,CML: Elbow,50,1CS,XS,50XS,,20/05/2015,5.8,5.6,5.9,7,5.6,RADIAL
350-WF-71815-01F01,CML-16,CML: Elbow,50,1CG,80,5080,,4/09/2015,7.8,6.8,6.8,6.3,6.3,RADIAL
125-CW-33840-1LC,CML 5,CML: Reducer,125,1LC,XS,125XS,,22/06/2015,10.6,11.1,10.6,9.6,9.6,RADIAL
250-DC-57801-1CS,CML 27,CML: Pipe Length,250,1CS,20,25020,"Possible wrong schedule, pipe thicker than sch20 as states in drawing",24/05/2015,11.9,11.9,12.9,11.4,11.4,RADIAL
350-WF-71815-01F01,CML 12,CML: Pipe Length,100,1LC,XS,100XS,,19/06/2015,7.5,7.9,8.8,8.7,7.5,RADIAL
350-WF-71815-01F01,CML 3,CML: Equal Tee,50,1CS,XS,50XS,,29/06/2015,7.2,8.2,8.2,8.7,7.2,RADIAL
350-WF-71815-01F01,CML 39,CML: Elbow,50,,80S,5080S,Material class on iso marked as 1SS,7/08/2015,5.5,5,5.8,6.5,5,RADIAL
350-WF-71815-01F01,CML-6,CML: Elbow,50,01F01,80,5080,,2/03/2016,7.5,6.1,6.6,7.2,6.1,RADIAL
350-WF-71815-01F01,CML-20,CML: Elbow,50,1CG,80,5080,,4/09/2015,5.8,5.7,5.2,6.7,5.2,RADIAL
250-PW-44801-1LC,CML 2,CML: Pipe Length,250,1LC,XS,250XS,,17/05/2015,11.9,11,11.6,12.5,11,RADIAL
50-WF-71958-01F01,CML-6,CML: Elbow,50,1CG,80,5080,,17/01/2016,6.9,7.5,6.4,7.8,6.4,RADIAL
300-WF-71817-01F01,CML-7,CML: Fitting,300,1CG,80,30080,,14/02/2016,19.8,18.5,18.8,19.6,18.5,RADIAL
350-WF-71815-01F01,CML-18,CML: Elbow,50,1CG,80,5080,,4/09/2015,7.1,5.8,6.1,6.9,5.8,RADIAL
125-CW-33840-1LC,CML 4,CML: Elbow,125,1LC,XS,125XS,,22/06/2015,9.4,8.4,9.9,9.2,8.4,RADIAL
100-WF-71846-01F01,CML-8,CML: Elbow,100,1CG,80,10080,,2/01/2016,9.5,10.3,10.5,11,9.5,RADIAL
80-WF-71830-01F01,CML-1,CML: Pipe Length,400,1LC,XS,400XS,,11/09/2015,13.7,12.5,12.3,13,12.3,RADIAL
125-CW-33841-1LC,CML 7,CML: Elbow,125,1LC,XS,125XS,,22/06/2015,10.4,9,10.2,9.7,9,RADIAL
150-DS-66800-1CG,CML-7,CML: Elbow,150,1CG,80,15080,,5/05/2016,13.1,14.2,13.4,14.4,13.1,RADIAL
500-WS-50813-1LC,CML -11,CML: Equal Tee,500,1LC,XS,500XS,,12/06/2015,11.4,10.9,12.4,11.6,10.9,RADIAL
150-CW-33846-1LC,CML-13,CML: Elbow,125,1CG,80,12580,,8/06/2015,10.9,11.1,9.8,11.1,9.8,RADIAL
150-CW-33847-1LC,CML-12,CML: Elbow,125,1CG,80,12580,,8/06/2015,11,10.3,10.5,11.7,10.3,RADIAL
250-WF-71800-01F01,CML-4,CML: Elbow,350,01F01,XS,350XS,,5/03/2016,16.4,15.2,15,15.4,15,RADIAL
65-WS-50842-1CG,CML -2,CML: Elbow,65,01F01,80,6580,,13/06/2015,7.3,8.7,8.3,7.7,7.3,RADIAL
50-WF-71937-01F01,CML-5,CML: Elbow,50,1CG,80,5080,,17/01/2016,7.8,7.2,7.4,8.6,7.2,RADIAL
50-WF-71952-01F01,CML-4,CML: Reducing Tee,50,1CG,80,5080,,6/03/2016,15.5,15.3,15.9,16.7,15.3,RADIAL
350-WF-71815-01F01,CML-2,CML: Elbow,100,1CG,40,10040,,7/06/2015,4,4.6,4,5.3,4,RADIAL
350-WF-71815-01F01,CML-51,CML: Elbow,50,1CG,80,5080,,3/09/2015,6.1,6.2,6.2,7.4,6.1,RADIAL
200-WC-40809-1CS,CML-10,CML: Elbow,200,1CS,XS,200XS,,28/08/2015,10.5,10,11.1,10.4,10,RADIAL
100-DH-56508-1CS,CML -1,CML: Elbow,100,1CS,XS,100XS,,14/06/2015,8,8.2,8,7.4,7.4,RADIAL
100-DH-56506-1CS,CML -1,CML: Elbow,100,1CS,XS,100XS,,14/06/2015,7.9,7.7,7.4,8.2,7.4,RADIAL
50-WF-71950-01F01,CML-1,CML: Elbow,50,1CG,80,5080,,1/01/2016,6.4,5.8,4.9,5.8,4.9,RADIAL
100-FG-45808-1CS,CML 5,CML: Elbow,100,01C02,XS,100XS,,8/08/2015,6.8,6.3,6.3,7,6.3,RADIAL
100-FG-45808-1CS,CML 13,CML: Elbow,100,01C02,XS,100XS,,8/08/2015,6.4,6.3,6.7,7,6.3,RADIAL
100-DH-56507-1CS,CML -6,CML: Elbow,100,1CS,XS,100XS,,14/06/2015,7.5,8,7.5,7.4,7.4,RADIAL
250-DC-57801-1CS,CML 37,CML: Pipe Length,250,1CS,20,25020,"Possible wrong schedule, pipe thicker than sch20 as states in drawing",24/05/2015,12.7,12.9,11.5,12.4,11.5,RADIAL
250-WS-50836-1CG,CML-10,CML: Elbow,100,01F01,80,10080,Drawing incorrect,18/02/2016,11.4,10.7,9.9,10.5,9.9,RADIAL
350-WF-71815-01F01,CML-41,CML: Elbow,65,01F01,80,6580,,27/08/2015,8.5,7.9,7,7.9,7,RADIAL
80-DO-62857-1CS,CML 1,CML: Elbow,80,1CS,XS,80XS,,27/06/2015,11.9,11.6,9.1,8.1,8.1,RADIAL
80-WF-71830-01F01,CML-7,CML: Elbow,150,01F01,80,15080,,17/02/2016,11.6,11,12.5,11.8,11,RADIAL
50-WF-71919-01F01,CML-4,CML: Equal Tee,50,1CG,80,5080,,30/12/2015,16.7,15.8,15.2,15.8,15.2,RADIAL
350-WF-71815-01F01,CML-100,CML: Elbow,300,1CG,80,30080,,11/02/2016,19.5,18.3,19.5,19.6,18.3,RADIAL
350-WF-71815-01F01,CML-100,CML: Elbow,300,1CG,80,30080,,11/02/2016,19.5,18.3,19.5,19.6,18.3,RADIAL
50-WF-71918-01F01,CML-3,CML: Elbow,40,1CG,160,40160,,31/12/2015,9.2,9.2,8.3,9.8,8.3,RADIAL
50-WF-71955-01F01,CML-7,CML: Elbow,40,1CG,160,40160,,16/01/2016,8.8,9,9.3,10.2,8.8,RADIAL
250-DC-57803-1CS,CML 10,CML: Elbow,250,1CS,XS,250XS,,26/05/2015,12.1,12.2,12.1,10.9,10.9,RADIAL
40-WF-71968-01F01,CML-2,CML: Equal Tee,40,01F01,160,40160,,18/02/2016,14.6,15.2,13.9,15.2,13.9,RADIAL
350-WF-71815-01F01,CML-48,CML: Elbow,50,1CG,80,5080,,3/09/2015,6.6,6.3,7.7,6.6,6.3,RADIAL
350-WF-71815-01F01,CML-9,CML: Elbow,150,1CG,40,15040,,7/06/2015,6.6,7.7,8,7.7,6.6,RADIAL
350-WF-71815-01F01,CML 40,CML: Elbow,50,,80S,5080S,Material class on iso marked as 1SS,7/08/2015,5.9,6.5,5.8,5,5,RADIAL
350-WF-71815-01F01,CML -11,CML: Elbow,65,1CG,80,6580,,10/06/2015,7.5,6.9,6,6.8,6,RADIAL
350-WF-71815-01F01,CML 4,CML: Elbow,150,1CS,,150,Schedule not wrote on isometric drawing ,8/08/2015,6.9,7.7,7.8,8.4,6.9,RADIAL
350-WF-71815-01F01,CML-3,CML: Elbow,100,1CG,80,10080,,8/06/2015,9,9.6,10.5,9.7,9,RADIAL
350-WF-71815-01F01,CML 4,CML: Pipe Length,50,1CS,XS,50XS,,25/05/2015,6,4.7,4.7,5.2,4.7,RADIAL
350-WF-71815-01F01,CML-82,CML: Elbow,350,1CG,80,35080,,11/02/2016,7.4,8.1,8.2,8.9,7.4,RADIAL
350-WF-71815-01F01,CML-82,CML: Elbow,350,1CG,80,35080,,11/02/2016,7.4,8.1,8.2,8.9,7.4,RADIAL
50-WF-71922-01F01,CML-5,CML: Elbow,50,1CG,80,5080,,31/12/2015,5.7,5,5.7,6.5,5,RADIAL
100-DN-56552-1CG,CML 1,CML: Elbow,100,1CG,80,10080,,26/06/2015,9.3,10.1,9,9.1,9,RADIAL
250-WF-71811-1CG,CML-12,CML: Elbow,250,1CG,80,25080,,6/03/2016,15,14.9,16.1,15.9,14.9,RADIAL
350-WF-71815-01F01,CML-5,CML: Equal Tee,40,1CG,80,4080,,3/09/2015,8,6.8,7.8,6.9,6.8,RADIAL
250-DC-57803-1CS,CML-21,CML: Elbow,250,01F01,80,25080,,22/02/2016,15.2,15.9,16.7,15.9,15.2,RADIAL
350-WF-71815-01F01,CML-3,CML: Elbow,80,1LC,XS,80XS,,10/09/2015,8.7,7.3,7.9,8.4,7.3,RADIAL
350-WF-71815-01F01,CML 1,CML: Elbow,50,,,50,"Material class on iso marked as 1SS, no isometric drawing for this line ",7/08/2015,4.8,3.7,3.8,4.8,3.7,RADIAL
100-DN-56829-1CG,CML-7,CML: Equal Tee,150,1CG,40,15040,,27/02/2016,9.1,9.9,10,9.2,9.1,RADIAL
80-DO-62807-1CS,CML 4,CML: Reducing Tee,80,1CS,XS,80XS,,27/06/2015,10.5,10.2,10.6,8.4,8.4,RADIAL
350-WF-71815-01F01,CML-18,CML: Elbow,400,1CG,80,40080,,11/02/2016,21.5,20.4,20.5,21.5,20.4,RADIAL
350-WF-71815-01F01,CML-18,CML: Elbow,400,1CG,80,40080,,11/02/2016,21.5,20.4,20.5,21.5,20.4,RADIAL
100-WF-71860-01F01,CML-48,CML: Reducing Tee,100,01F01,80,10080,,1/03/2016,11.7,11.4,12.8,11.8,11.4,RADIAL
350-WF-71815-01F01,CML-2,CML: Elbow,50,1CG,80,5080,,3/09/2015,6.9,6.9,5.8,5.9,5.8,RADIAL
250-WS-50836-1CG,CML-3,CML: Equal Tee,150,1LC,XS,150XS,,10/09/2015,11.4,11.7,11.8,12.8,11.4,RADIAL
50-WF-71934-01F01,CML-1,CML: Elbow,50,1CG,80,5080,,16/01/2016,7.6,6.5,7.5,7.9,6.5,RADIAL
350-WF-71815-01F01,CML-2,CML: Elbow,100,1CS,40,10040,,2/06/2015,9,8.6,7.6,8.7,7.6,RADIAL
100-WF-71827-01F01,CML -1,CML: Reducer,125,1CS,XS,125XS,,16/06/2015,9.7,8.6,9.7,8.7,8.6,RADIAL
350-WF-71815-01F01,CML-1,CML: Elbow,50,01F01,80,5080,,2/03/2016,6.5,5.4,6.4,6.8,5.4,RADIAL
100-FG-45809-1CS,CML 10,CML: Pipe Length,100,01C02,XS,100XS,,8/08/2015,6.5,6.3,6.5,6.6,6.3,RADIAL
50-WF-71953-01F01,CML-3,CML: Elbow,50,1CG,80,5080,,18/01/2016,5.4,5.8,6.8,6.3,5.4,RADIAL
350-WF-71815-01F01,CML-11,CML: Elbow,100,1CS,XS,100XS,,28/08/2015,7.9,9.3,8.2,8.6,7.9,RADIAL
150-DC-57606-1CS,CML 1,CML: Elbow,150,1CS,80,15080,,27/05/2015,10.7,9.6,10.9,10.8,9.6,RADIAL
350-WF-71815-01F01,CML-114,CML: Fitting,300,1CG,80,30080,,11/02/2016,16.5,17.4,17.8,16.7,16.5,RADIAL
350-WF-71815-01F01,CML-114,CML: Fitting,300,1CG,80,30080,,11/02/2016,16.5,17.4,17.8,16.7,16.5,RADIAL
50-WF-71926-01F01,CML-6,CML: Elbow,50,1CG,80,5080,,3/01/2016,6.8,6.4,7.5,6.1,6.1,RADIAL
200-WS-50822-1CG,CML-14,CML: Elbow,300,01F01,80,30080,,16/02/2016,15.9,15.7,17,15.8,15.7,RADIAL
350-WF-71815-01F01,CML-2,CML: Elbow,100,1CS,40,10040,,2/06/2015,9.1,9.3,8,9.2,8,RADIAL
350-WF-71815-01F01,CML-1,CML: Elbow,80,1LC,XS,80XS,,10/09/2015,8.5,8.1,9.2,7.8,7.8,RADIAL
100-WF-71849-01F01,CML-6,CML: Elbow,100,01F01,80,10080,,28/02/2016,9.9,11.2,11,11.1,9.9,RADIAL
80-DO-62801-1CS,CML 1,CML: Reducer,80,1CS,XS,80XS,,27/06/2015,9.2,9.4,8.8,9.2,8.8,RADIAL
100-WF-71914-01F01,CML-23,CML: Elbow,100,1CG,80,10080,,31/12/2015,9.8,10,11.1,10.7,9.8,RADIAL
450-WS-50804-1LC,CML -39,CML: Elbow,450,1LC,XS,450XS,,11/06/2015,10.2,9.1,9,8.9,8.9,RADIAL
450-WS-50804-1LC,CML -11,CML: Reducer,450,1LC,XS,450XS,,11/06/2015,12.7,12.6,11.4,12.5,11.4,RADIAL
350-WF-71815-01F01,CML 32,CML: Elbow,50,1CS,XS,50XS,,18/05/2015,5.3,4.2,4.1,4,4,RADIAL
250-PW-44800-1LC,CML 23,CML: Pipe Length,250,1LC,XS,250XS,Possible different schedule of pipe,15/05/2015,17.7,18.4,17.3,17,17,RADIAL
250-PW-44800-1LC,CML 23,CML: Pipe Length,250,1LC,XS,250XS,Possible different schedule of pipe,15/05/2015,17.7,18.4,17.3,17,17,RADIAL
100-WF-71827-01F01,CML-17,CML: Elbow,100,1CG,80,10080,,15/02/2016,10.8,9.5,9.8,10.5,9.5,RADIAL
350-WF-71815-01F01,CML 6,CML: Elbow,50,,80S,5080S,Material class on iso marked as 1SS,7/08/2015,4.3,5.6,4.9,5.5,4.3,RADIAL
350-WF-71815-01F01,CML 9,CML: Elbow,100,1LC,XS,100XS,,25/06/2015,8.6,8.7,9.9,9.3,8.6,RADIAL
350-WF-71815-01F01,CML 2,CML: Reducing Tee,100,1CS,40,10040,,23/05/2015,6.3,7.6,6.9,7.5,6.3,RADIAL
250-DC-57801-1CS,CML 23,CML: Equal Tee,250,1CS,20,25020,"Possible wrong schedule, pipe thicker than sch20 as states in drawing",24/05/2015,12.8,12.2,12.5,11.4,11.4,RADIAL
250-WF-71303-01F01,CML-5,CML: Elbow,250,01F01,80,25080,,22/02/2016,15,16.3,16.2,15.6,15,RADIAL
100-WF-71827-01F01,CML 4,CML: Elbow,125,1LC,XS,125XS,,24/06/2015,9.8,9.8,8.6,9.8,8.6,RADIAL
350-WF-71815-01F01,CML-2,CML: Elbow,40,1LC,80,4080,,11/09/2015,5.8,5,6.2,5,5,RADIAL
350-WF-71815-01F01,CML-56,CML: Elbow,400,1CG,80,40080,,11/02/2016,21,20.2,19.8,21,19.8,RADIAL
350-WF-71815-01F01,CML-56,CML: Elbow,400,1CG,80,40080,,11/02/2016,21,20.2,19.8,21,19.8,RADIAL
350-WF-71815-01F01,CML-119,CML: Fitting,300,1CG,80,30080,,11/02/2016,19.5,19.5,19.5,20.7,19.5,RADIAL
350-WF-71815-01F01,CML-119,CML: Fitting,300,1CG,80,30080,,11/02/2016,19.5,19.5,19.5,20.7,19.5,RADIAL
350-WF-71815-01F01,CML-4,CML: Elbow,80,1LC,XS,80XS,,10/09/2015,7.9,6.9,8.3,7.9,6.9,RADIAL
350-WF-71815-01F01,CML 11,CML: Elbow,150,1CS,,150,Schedule not wrote on isometric drawing ,8/08/2015,7.1,7.7,8.5,8.1,7.1,RADIAL
350-WF-71815-01F01,CML 2,CML: Elbow,125,1LC,XS,125XS,,24/06/2015,8.9,9.9,8.6,8.7,8.6,RADIAL
100-DH-56507-1CS,CML -2,CML: Fitting,100,1CS,XS,100XS,,14/06/2015,8,9,7.5,8.5,7.5,RADIAL
125-DO-62853-1CS,CML 1,CML: Equal Tee,100,1CS,XS,100XS,,6/08/2015,8.9,9.5,9.4,10.2,8.9,RADIAL
350-WF-71815-01F01,CML-46,CML: Equal Tee,50,1CG,80,5080,,3/09/2015,9.1,7.8,9,8.8,7.8,RADIAL
550-OC-30800-1LC,CML-15,CML: Elbow,500,1CS,XS,500XS,Nominal diameter actually 550,28/09/2015,12.9,13,11.7,12.7,11.7,RADIAL
350-WF-71815-01F01,CML-3,CML: Elbow,40,1LC,80,4080,,11/09/2015,4.7,5.9,6,5.7,4.7,RADIAL
100-DH-56506-1CS,CML -4,CML: Elbow,100,1CS,XS,100XS,,14/06/2015,8.5,8.4,7.5,8.4,7.5,RADIAL
100-DH-56506-1CS,CML -8,CML: Elbow,100,1CS,XS,100XS,,14/06/2015,7.5,8.2,8.6,8.3,7.5,RADIAL
350-WF-71815-01F01,CML-249,CML: Equal Tee,400,1CG,80,40080,,11/02/2016,22.7,22.8,21.5,22.5,21.5,RADIAL
350-WF-71815-01F01,CML-249,CML: Equal Tee,400,1CG,80,40080,,11/02/2016,22.7,22.8,21.5,22.5,21.5,RADIAL
350-WF-71815-01F01,CML-45,CML: Elbow,50,1CG,80,5080,,3/09/2015,5.6,6.5,7,6.1,5.6,RADIAL
100-DO-62852-1CS,CML 1,CML: Reducer,100,1CS,XS,100XS,,6/08/2015,9.3,8.9,9.3,8.9,8.9,RADIAL
550-OC-33804-1LC,CML-4,CML: Elbow,500,1LC,XS,500XS,Nominal diameter actually 550,6/10/2015,12.6,12.4,11.4,12.7,11.4,RADIAL
350-WF-71815-01F01,CML-1,CML: Elbow,50,1CG,80,5080,,3/06/2015,5.7,6.4,6.9,7,5.7,RADIAL
350-WF-71815-01F01,CML-6,CML: Elbow,80,1LC,XS,80XS,,10/09/2015,8.4,7.2,7.9,8.5,7.2,RADIAL
350-WF-71815-01F01,CML-2,CML: Elbow,100,1CG,40,10040,,26/02/2016,6.5,6.1,6.2,7.4,6.1,RADIAL
50-WF-71926-01F01,CML-4,CML: Reducing Tee,50,1CG,80,5080,,3/01/2016,14,15.2,14.9,15.3,14,RADIAL
100-WF-71827-01F01,CML-22,CML: Elbow,100,1CG,80,10080,,15/02/2016,10.9,11.2,12.1,10.8,10.8,RADIAL
350-WF-71815-01F01,CML-1,CML: Elbow,100,1CG,40,10040,,7/06/2015,6.5,5.6,5.1,5.5,5.1,RADIAL
150-DS-66809-1CG,CML-1,CML: Elbow,150,1CG,80,15080,,23/05/2016,10.2,11.4,11.5,11,10.2,RADIAL
40-BS-44827-1CG,CML-13,CML: Elbow,50,1CG,80,5080,,4/09/2015,5.6,5.8,6.9,5.8,5.6,RADIAL
100-DH-56505-1CS,CML -4,CML: Elbow,100,1CS,XS,100XS,,14/06/2015,8.2,7.8,7.5,7.8,7.5,RADIAL
100-FG-45808-1CS,CML 4,CML: Elbow,100,01C02,XS,100XS,,8/08/2015,6.7,6.4,6.5,7.4,6.4,RADIAL
100-FG-45808-1CS,CML 9,CML: Pipe Length,100,01C02,XS,100XS,,8/08/2015,6.4,6.4,6.5,6.6,6.4,RADIAL
50-WF-71928-01F01,CML-8,CML: Elbow,50,1CG,80,5080,,3/01/2016,6.1,6.5,7.5,6.6,6.1,RADIAL
50-WF-71926-01F01,CML-5,CML: Elbow,50,1CG,80,5080,,3/01/2016,6,7.2,7.3,6.8,6,RADIAL
50-WZ-53804-1CG,CML-1,CML: Elbow,50,1CG,80,5080,,7/05/2016,5.6,6.1,7,6,5.6,RADIAL
250-DC-57802-1CS,CML 9,CML: Elbow,250,1CS,XS,250XS,,27/05/2015,13.3,11.6,13,12.3,11.6,RADIAL
50-WF-71922-01F01,CML-9,CML: Elbow,50,1CG,80,5080,,31/12/2015,6.8,6.9,7.8,6.4,6.4,RADIAL
50-WF-71922-01F01,CML-8,CML: Elbow,50,1CG,80,5080,,31/12/2015,7.8,7.3,6.5,6.7,6.5,RADIAL
350-WF-71815-01F01,CML-10,CML: Elbow,80,1LC,XS,80XS,,10/09/2015,8.7,7.5,7.9,7.4,7.4,RADIAL
80-WF-71830-01F01,CML 32,CML: Elbow,300,1LC,XS,300XS,,16/05/2015,13.7,12.7,12.8,12.3,12.3,RADIAL
350-WF-71815-01F01,CML-45,CML: Equal Tee,400,1CG,80,40080,,11/02/2016,22.4,21,21.5,21.4,21,RADIAL
350-WF-71815-01F01,CML-45,CML: Equal Tee,400,1CG,80,40080,,11/02/2016,22.4,21,21.5,21.4,21,RADIAL
350-WF-71815-01F01,CML 6,CML: Equal Tee,50,1CS,XS,50XS,,10/07/2015,7.7,8.5,7.5,7.1,7.1,RADIAL
125-OC-33850-1LC,CML 6,CML: Elbow,150,1CS,XS,150XS,,19/05/2015,11.1,10.1,10.9,11.5,10.1,RADIAL
350-WF-71815-01F01,CML-36,CML: Elbow,65,1CG,80,6580,,11/02/2016,7.3,8.1,8.3,8.7,7.3,RADIAL
80-DO-62801-1CS,CML 3,CML: Reducing Tee,80,1CS,XS,80XS,,27/06/2015,9.4,10.7,9.5,9,9,RADIAL
350-WF-71815-01F01,CML-36,CML: Elbow,65,1CG,80,6580,,11/02/2016,7.3,8.1,8.3,8.7,7.3,RADIAL
100-WF-71827-01F01,CML-5,CML: Reducer,65,01F01,80,6580,,16/02/2016,9.8,10,8.8,9,8.8,RADIAL
350-WF-71815-01F01,CML -3,CML: Elbow,50,1CS,XS,50XS,,15/06/2015,5.2,4.4,5.4,5.8,4.4,RADIAL
350-WF-71815-01F01,CML -3,CML: Elbow,50,1CS,XS,50XS,,15/06/2015,5.2,4.4,5.4,5.8,4.4,RADIAL
350-WF-71815-01F01,CML-3,CML: Elbow,50,1CG,80,5080,,27/08/2015,6.2,6.6,5.2,6,5.2,RADIAL
50-WF-71940-01F01,CML-3,CML: Elbow,50,1CG,80,5080,,1/01/2016,6.8,6.2,7.6,6.6,6.2,RADIAL
350-WF-71815-01F01,CML-74,CML: Elbow,400,1CG,80,40080,,11/02/2016,19.4,19.4,19.5,20.6,19.4,RADIAL
350-WF-71815-01F01,CML-74,CML: Elbow,400,1CG,80,40080,,11/02/2016,19.4,19.4,19.5,20.6,19.4,RADIAL
350-WF-71815-01F01,CML-75,CML: Fitting,400,1CG,80,40080,,11/02/2016,20.6,19.4,19.4,19.5,19.4,RADIAL
350-WF-71815-01F01,CML-75,CML: Fitting,400,1CG,80,40080,,11/02/2016,20.6,19.4,19.4,19.5,19.4,RADIAL
50-WF-71950-01F01,CML-6,CML: Elbow,40,1CG,160,40160,,1/01/2016,8.9,8.4,9.8,9.2,8.4,RADIAL
100-DN-56552-1CG,CML 6,CML: Elbow,100,1CG,80,10080,,26/06/2015,10.5,9.2,11.1,10.2,9.2,RADIAL
350-WF-71815-01F01,CML-1,CML: Elbow,100,1CG,40,10040,,26/02/2016,6.4,6.3,6.3,7.5,6.3,RADIAL
350-WF-71815-01F01,CML-1,CML: Fitting,65,01F01,80,6580,,16/02/2016,5,6,6.3,5.4,5,RADIAL
350-WF-71815-01F01,CML-1,CML: Elbow,50,1CG,80,5080,,31/08/2015,5.3,6.6,5.7,6.3,5.3,RADIAL
65-WF-71853-01F01,CML-3,CML: Reducer,65,01F01,80,6580,,16/02/2016,10.6,9.7,9.3,10.3,9.3,RADIAL
100-WF-71860-01F01,CML-15,CML: Elbow,100,01F01,80,10080,,1/03/2016,10.7,11.3,10.4,11.7,10.4,RADIAL
100-WF-71827-01F01,CML-1,CML: Elbow,100,1CG,80,10080,,15/02/2016,10.8,9.7,9.9,10.8,9.7,RADIAL
125-CW-33855-1LC,CML 3,CML: Reducer,125,1LC,XS,125XS,,24/06/2015,10.5,10.6,9.4,10.6,9.4,RADIAL
100-DN-56829-1CG,CML-10,CML: Equal Tee,150,1CG,40,15040,,27/02/2016,9.4,9.7,9.3,9.5,9.3,RADIAL
350-WF-71824-01F01,CML-10,CML: Pipe Length,350,01F01,XS,350XS,,5/03/2016,13.2,13.2,12.7,14.1,12.7,RADIAL
50-WF-71928-01F01,CML-1,CML: Elbow,40,1CG,160,40160,,3/01/2016,8.9,8.9,9.8,10,8.9,RADIAL
350-WF-71815-01F01,CML-1,CML: Elbow,400,1CG,80,40080,,11/02/2016,20.1,21.2,20.1,21,20.1,RADIAL
350-WF-71815-01F01,CML-1,CML: Elbow,400,1CG,80,40080,,11/02/2016,20.1,21.2,20.1,21,20.1,RADIAL
80-WF-71830-01F01,CML -5,CML: Elbow,300,1LC,XS,300XS,,12/06/2015,13.5,14.8,13.7,13.8,13.5,RADIAL
200-WC-40809-1CS,CML-9,CML: Elbow,200,1CS,XS,200XS,,28/08/2015,10.3,11.2,10.2,10.4,10.2,RADIAL
350-WF-71815-01F01,CML-5,CML: Elbow,400,1CG,80,40080,,11/02/2016,21.5,20.5,20.2,20.4,20.2,RADIAL
350-WF-71815-01F01,CML-5,CML: Elbow,400,1CG,80,40080,,11/02/2016,21.5,20.5,20.2,20.4,20.2,RADIAL
350-WF-71815-01F01,CML 11,CML: Elbow,50,1CS,XS,50XS,,4/07/2015,5.5,4.8,5.3,6.2,4.8,RADIAL
100-FG-45808-1CS,CML 3,CML: Elbow,100,01C02,XS,100XS,,8/08/2015,6.6,6.4,6.5,6.5,6.4,RADIAL
250-WS-50836-1CG,CML 14,CML: Pipe Length,250,1LC,XS,250XS,,15/05/2015,11.4,12.8,12.1,12.3,11.4,RADIAL
250-WS-50836-1CG,CML 14,CML: Pipe Length,250,1LC,XS,250XS,,15/05/2015,11.4,12.8,12.1,12.3,11.4,RADIAL
350-WF-71815-01F01,CML-2,CML: Elbow,100,1CS,XS,100XS,,29/08/2015,7.6,8.9,8.2,8.7,7.6,RADIAL
